day,DVS,LAI,TAGP,TWSO,TWLV,TWST,TWRT,TRA,RD,SM,WWLOW,RFTRA
2023-01-01,,,,,,,,,,0.4,22.479999999999997,
2023-01-02,,,,,,,,,,0.31,22.551889752829453,
2023-01-03,,,,,,,,,,0.3705,23.1828099118593,
2023-01-04,,,,,,,,,,0.308,23.16177743162377,
2023-01-05,,,,,,,,,,0.40905264735959823,24.172303905219753,
2023-01-06,,,,,,,,,,0.41,25.23790948366168,
2023-01-07,,,,,,,,,,0.30019999999999997,25.169237582661005,
2023-01-08,,,,,,,,,,0.32999598055983564,25.46719738825936,
2023-01-09,,,,,,,,,,0.41,26.477616992906555,
2023-01-10,,,,,,,,,,0.41,27.530705641032384,
2023-01-11,,,,,,,,,,0.41,28.546624353100917,
2023-01-12,,,,,,,,,,0.3417,28.88917175575463,
2023-01-13,,,,,,,,,,0.30019999999999997,28.791614187669936,
2023-01-14,,,,,,,,,,0.37006635004057886,29.490277688075725,
2023-01-15,,,,,,,,,,0.41,30.533458958182514,
2023-01-16,,,,,,,,,,0.40709999999999996,31.533598315218917,
2023-01-17,,,,,,,,,,0.41,32.55161967290803,
2023-01-18,,,,,,,,,,0.3013,32.49540756333452,
2023-01-19,,,,,,,,,,0.30368859942870247,32.519293557621545,
2023-01-20,,,,,,,,,,0.3274501787194736,32.756909350529256,
2023-01-21,,,,,,,,,,0.3001,32.70658574270405,
2023-01-22,,,,,,,,,,0.2985471418019906,32.69105716072396,
2023-01-23,,,,,,,,,,0.296537586231577,32.67096160501982,
2023-01-24,,,,,,,,,,0.294972178937552,32.655307532079576,
2023-01-25,,,,,,,,,,0.2936383894228423,32.64196963693247,
2023-01-26,,,,,,,,,,0.2922262063765131,32.627847806469184,
2023-01-27,,,,,,,,,,0.290813257219053,32.613718314894584,
2023-01-28,,,,,,,,,,0.2895028151342215,32.60061389404627,
2023-01-29,,,,,,,,,,0.2882831771458429,32.58841751416248,
2023-01-30,,,,,,,,,,0.32125494649257036,32.91813520762975,
2023-01-31,,,,,,,,,,0.3008,32.838482246315046,
2023-02-01,,,,,,,,,,0.29885789127366963,32.81906115905174,
2023-02-02,,,,,,,,,,0.2976428937749268,32.80691118406431,
2023-02-03,,,,,,,,,,0.2960470251803277,32.79095249811832,
2023-02-04,,,,,,,,,,0.2965765040927136,32.79624728724218,
2023-02-05,,,,,,,,,,0.3780568815857547,33.61105106217259,
2023-02-06,,,,,,,,,,0.3751,34.26120894408366,
2023-02-07,,,,,,,,,,0.3001,34.1514000680485,
2023-02-08,,,,,,,,,,0.2988862437485339,34.13926250553384,
2023-02-09,,,,,,,,,,0.29896935888153375,34.14009365686384,
2023-02-10,,,,,,,,,,0.2973444333457699,34.1238444015062,
2023-02-11,,,,,,,,,,0.2957570738082712,34.10797080613121,
2023-02-12,,,,,,,,,,0.2960179023389763,34.11057909143826,
2023-02-13,,,,,,,,,,0.2927085429696541,34.077485497745045,
2023-02-14,,,,,,,,,,0.2913601652367016,34.06400172041552,
2023-02-15,,,,,,,,,,0.2918705811915112,34.069105879963615,
2023-02-16,,,,,,,,,,0.2886286622502177,34.03668669055068,
2023-02-17,,,,,,,,,,0.2873077819723711,34.02347788777221,
2023-02-18,,,,,,,,,,0.28600226197314227,34.01042268777992,
2023-02-19,,,,,,,,,,0.28474490540925546,33.997849122141055,
2023-02-20,,,,,,,,,,0.28345349694426386,33.98493503749114,
2023-02-21,,,,,,,,,,0.28200596210288603,33.97045968907736,
2023-02-22,,,,,,,,,,0.28742081931154706,34.02460826116397,
2023-02-23,,,,,,,,,,0.2945147444904283,34.095547512952784,
2023-02-24,,,,,,,,,,0.30664706487598636,34.216870716808366,
2023-02-25,,,,,,,,,,0.41,35.2504000680485,
2023-02-26,,,,,,,,,,0.3687,35.83225487208132,
2023-02-27,,,,,,,,,,0.384,36.564177700014966,
2023-02-28,,,,,,,,,,0.41,37.1,
2023-03-01,,,,,,,,,,0.41,37.1,
2023-03-02,,,,,,,,,,0.3153,36.153,
2023-03-03,,,,,,,,,,0.29982318203520497,35.998231820352046,
2023-03-04,,,,,,,,,,0.29357857360249706,35.93578573602497,
2023-03-05,,,,,,,,,,0.33501299807391627,36.35012998073916,
2023-03-06,,,,,,,,,,0.40619999999999995,37.062,
2023-03-07,,,,,,,,,,0.3056,36.056,
2023-03-08,,,,,,,,,,0.2941545632163912,35.94154563216391,
2023-03-09,,,,,,,,,,0.2975885942597676,35.97588594259768,
2023-03-10,,,,,,,,,,0.41,37.1,
2023-03-11,,,,,,,,,,0.41,37.1,
2023-03-12,,,,,,,,,,0.3745,36.745,
2023-03-13,,,,,,,,,,0.41,37.1,
2023-03-14,,,,,,,,,,0.337,36.37,
2023-03-15,,,,,,,,,,0.41,37.1,
2023-03-16,,,,,,,,,,0.3029,36.028999999999996,
2023-03-17,,,,,,,,,,0.2904023477011971,35.90402347701197,
2023-03-18,,,,,,,,,,0.28222982728284285,35.82229827282843,
2023-03-19,,,,,,,,,,0.2760854200843597,35.760854200843596,
2023-03-20,,,,,,,,,,0.37649898912318325,36.764989891231835,
2023-03-21,,,,,,,,,,0.3127,36.127,
2023-03-22,,,,,,,,,,0.40728275448840395,37.07282754488404,
2023-03-23,,,,,,,,,,0.35819999999999996,36.582,
2023-03-24,,,,,,,,,,0.3463,36.463,
2023-03-25,,,,,,,,,,0.3012,36.012,
2023-03-26,,,,,,,,,,0.292324605691538,35.92324605691538,
2023-03-27,,,,,,,,,,0.2858970872061736,35.85897087206173,
2023-03-28,,,,,,,,,,0.27951568066672555,35.79515680666726,
2023-03-29,,,,,,,,,,0.41,37.1,
2023-03-30,,,,,,,,,,0.3935,36.935,
2023-03-31,,,,,,,,,,0.3167,36.167,
2023-04-01,,,,,,,,,,0.2909217599624295,35.9092175996243,
2023-04-02,,,,,,,,,,0.2824650616031238,35.824650616031235,
2023-04-03,,,,,,,,,,0.2761511121459971,35.76151112145997,
2023-04-04,,,,,,,,,,0.2716877265598132,35.71687726559813,
2023-04-05,0.0,0.0042,4.199999999999999,0.0,2.0999999999999996,2.0999999999999996,1.7999999999999998,0.0006423061173000725,10.0,0.26261872513342144,35.626187251334215,1.0
2023-04-06,0.0,0.0042,4.75158132040665,0.0,2.375790660203325,2.375790660203325,2.0363919944599935,0.0006830206405405418,11.2,0.2617340157566307,35.571420976474265,1.0
2023-04-07,0.0018571428571428582,0.0044729999999999995,5.3247673160727516,0.0,2.6623836580363758,2.6623836580363758,2.2820431354597512,0.00043859846610588046,12.399999999999999,0.26101680364124924,35.51660836515149,1.0
2023-04-08,0.005400000000000002,0.004889077562581777,5.740444596828615,0.0,2.870222298414308,2.8702222984143075,2.4601905414979788,0.000822703970812805,13.599999999999998,0.2656674152708898,35.53307684768409,1.0
2023-04-09,0.009985714285714289,0.005542616465332027,6.392158700089734,0.0,3.196079350044867,3.1960793500448665,2.7394965857527436,0.0010613174250738403,14.799999999999997,0.2612672237544402,35.42675491156571,1.0
2023-04-10,0.01625714285714286,0.006308292526672312,7.153890682498878,0.0,3.576945341249439,3.576945341249439,3.065953149642377,0.001406670813988559,15.999999999999996,0.26042549556090766,35.36680792897452,1.0
2023-04-11,0.027042857142857146,0.007173073856125872,8.011443162160917,0.0,4.005721581080459,4.005721581080459,3.433475640926108,0.0011857625346666134,17.199999999999996,0.25947792101388856,35.30302024143888,1.0
2023-04-12,0.031714285714285716,0.008149808760477006,8.974671465196158,0.0,4.487335732598079,4.487335732598079,3.8462877707983534,0.001426905693862317,18.399999999999995,0.25944222397763766,35.253736921188526,1.0
2023-04-13,0.031714285714285716,0.008149808760477006,10.136731824962581,0.0,5.0683659124812905,5.0683659124812905,4.344313639269678,0.001456279453341701,19.599999999999994,0.2594267105073735,35.204763525944514,1.0
2023-04-14,0.031714285714285716,0.008149808760477006,11.296264286483297,0.0,5.648132143241648,5.648132143241648,4.841256122778556,0.0015247339821185908,20.799999999999994,0.25945294203055336,35.156621194235505,1.0
2023-04-15,0.03218571428571429,0.008337971703948968,12.447064093811592,0.0,6.223532046905796,6.223532046905796,5.3344560402049686,0.0016457218905038648,21.999999999999993,0.2594590585368696,35.10809928781113,1.0
2023-04-16,0.035,0.009479781507334785,13.615239156964295,0.0,6.807619578482147,6.807619578482147,5.835102495841841,0.0018444383479523031,23.199999999999992,0.2594028716195752,35.05814662157414,1.0
2023-04-17,0.03695714285714286,0.01035204595127208,14.956100282941703,0.0,7.478050141470852,7.478050141470852,6.409757264117873,0.0016062533115711324,24.39999999999999,0.2594049042903327,35.009479664684115,1.0
2023-04-18,0.03711428571428572,0.010426879236978772,16.291683540892407,0.0,8.145841770446204,8.145841770446204,6.98215008895389,0.001769370135204269,25.59999999999999,0.26006471203476267,34.977656628089925,1.0
2023-04-19,0.03711428571428572,0.010426879236978772,17.763280042136415,0.0,8.88164002106821,8.881640021068208,7.612834303772751,0.0019193055441966604,26.79999999999999,0.26325333044180277,35.01518925584031,1.0
2023-04-20,0.03711428571428572,0.010426879236978772,19.25721513046941,0.0,9.628607565234708,9.628607565234706,8.253092198772606,0.0021718199181584015,27.99999999999999,0.26027679477511145,34.88775025370312,1.0
2023-04-21,0.039271428571428575,0.011459786072023328,20.7198260867005,0.0,10.35991304335025,10.359913043350248,8.879925465728785,0.002542071244374925,29.19999999999999,0.2602110445329602,34.838162500362436,1.0
2023-04-22,0.047,0.013053676283759015,22.28190768863095,0.0,11.140953844315476,11.140953844315474,9.549389009413265,0.003108375509898383,30.399999999999988,0.26010925609740404,34.78732138536108,1.0
2023-04-23,0.05687142857142857,0.014881985830399463,24.066720681591107,0.0,12.033360340795555,12.033360340795554,10.314308863539047,0.0033151654939997713,31.599999999999987,0.2599670867171983,34.734959940263465,1.0
2023-04-24,0.0648,0.017008441327435096,26.132265555349466,0.0,13.066132777674735,13.066132777674731,11.199542380864058,0.004226704906202466,32.79999999999999,0.25990788776688917,34.68497871875396,1.0
2023-04-25,0.0715,0.01949956845560213,28.54241177068135,0.0,14.271205885340677,14.271205885340674,12.232462187434866,0.004785881201116923,33.99999999999999,0.259728008629751,34.63075229341153,1.0
2023-04-26,0.07947142857142857,0.02237530802629074,31.315347323289913,0.0,15.657673661644958,15.657673661644957,13.420863138552821,0.005502200707507155,35.199999999999996,0.2595797791270746,34.577208225273026,1.0
2023-04-27,0.09205714285714285,0.02561642664424021,34.42819361586463,0.0,17.214096807932314,17.21409680793231,14.75494012108484,0.006684072370286898,36.4,0.25949164626585003,34.52549592407694,1.0
2023-04-28,0.10725714285714286,0.02931395476346855,37.95726728527319,0.0,18.9786336426366,18.978633642636595,16.267400265117082,0.008241871863555806,37.6,0.2593262957380747,34.47066871975161,1.0
2023-04-29,0.12352857142857143,0.03357312780553176,41.99204681118425,0.0,20.996023405592126,20.996023405592123,17.996591490507537,0.008775061491691088,38.800000000000004,0.2590591169562555,34.41149373790271,1.0
2023-04-30,0.13601428571428573,0.03851182409453787,46.6334524723942,0.0,23.3167262361971,23.316726236197095,19.9857653453118,0.008697855812612534,40.00000000000001,0.25890941884426627,34.35637675377065,1.0
2023-05-01,0.14215714285714287,0.044343634819247364,52.08106526109468,0.0,26.04053263054734,26.040532630547336,22.32045654046915,0.0064129119714415725,41.20000000000001,0.2588893848519984,34.30624265590233,1.0
2023-05-02,0.1428857142857143,0.05021810289146016,57.552246486120566,0.0,28.776123243060283,28.77612324306028,24.66524849405167,0.005777197569578794,42.40000000000001,0.26119321492913433,34.354592312995294,1.0
2023-05-03,0.1428857142857143,0.05021810289146016,63.14627822960411,0.0,31.573139114802053,31.57313911480205,27.06269066983033,0.006544519130975169,43.600000000000016,0.2706777899082769,34.72155164000087,1.0
2023-05-04,0.1436857142857143,0.056509703311285645,69.00389437749476,0.0,34.50194718874738,34.50194718874737,29.573097590354894,0.006447624628459138,44.80000000000002,0.26938937508890504,34.62864400398294,1.0
2023-05-05,0.14505714285714288,0.06322623072764072,75.25471267919431,0.0,37.62735633959716,37.627356339597156,32.25201971965471,0.009878281766103197,46.00000000000002,0.2747659687313956,34.83923456164419,1.0
2023-05-06,0.14860000000000004,0.07175387191605995,83.18581730212304,0.0,41.59290865106152,41.592908651061514,35.65106455805273,0.01042955499105821,47.200000000000024,0.27234597205405436,34.694729880951364,1.0
2023-05-07,0.15184285714285717,0.0814035651402593,92.14517539394373,0.0,46.072587696971866,46.072587696971866,39.49078945454732,0.017351946363603654,48.40000000000003,0.27219097326188146,34.65404310587506,1.0
2023-05-08,0.15788571428571432,0.09397317145805036,103.7973659116414,0.0,51.8986829558207,51.898682955820696,44.48458539070346,0.020822256106057698,49.60000000000003,0.26798176439790233,34.41189551413595,1.0
2023-05-09,0.16307142857142862,0.10873012885154781,117.43763956843594,0.0,58.71881978421797,58.71881978421796,50.330416957901114,0.02231514942628226,50.80000000000003,0.2675982675418664,34.35399199112681,1.0
2023-05-10,0.16808571428571434,0.12515820490154658,132.5849282120164,0.0,66.29246410600821,66.2924641060082,56.822112090864174,0.028638613308621396,52.000000000000036,0.2674731831725426,34.30860552497221,1.0
2023-05-11,0.17301428571428576,0.14481458238362238,150.6654847447299,0.0,75.33274237236496,75.33274237236495,64.57092203345567,0.03483022635343099,53.20000000000004,0.26679126498861255,34.233295297394186,1.0
2023-05-12,0.17941428571428575,0.1675088134841076,171.49139986029235,0.0,85.74569993014617,85.74569993014617,73.49631422583957,0.044391243548023804,54.40000000000004,0.26617059806488086,34.15968053472952,1.0
2023-05-13,0.19030000000000002,0.19335185964333867,195.1348999619208,0.0,97.5674499809604,97.5674499809604,83.6292428408232,0.05387632050777963,55.600000000000044,0.26537659570986805,34.07493872146866,1.0
2023-05-14,0.20715714285714287,0.22253792690915347,221.69970926663828,0.0,110.84985463331914,110.84985463331914,95.01416111427355,0.0679545610305496,56.80000000000005,0.26444142225326533,33.98027278398547,1.0
2023-05-15,0.2265714285714286,0.25576393620121807,251.70292833827472,0.0,125.85146416913736,125.85146416913734,107.8726835735463,0.07868651804556855,58.00000000000005,0.2632675048193331,33.86951527952131,1.0
2023-05-16,0.24344285714285716,0.29453933357777035,286.4018455186708,0.0,143.2009227593354,143.2009227593354,122.74364807943036,0.10116152938620938,59.20000000000005,0.261925881751694,33.74601219970028,1.0
2023-05-17,0.26094285714285714,0.3389735569962187,325.8558096565713,0.0,162.92790482828565,162.92790482828565,139.65248985281627,0.11018304567218978,60.400000000000055,0.2602123341858491,33.59682498482528,1.0
2023-05-18,0.2785714285714286,0.3899785418066403,370.78210087188927,0.0,185.39105043594463,185.39105043594463,158.90661465938112,0.12335101802467759,61.60000000000006,0.2584962953090609,33.443371791038146,1.0
